Event Title,Event Date,Location,Judge Name,Fighter 1 Name,Fighter 2 Name,Round,Fighter 1 Score,Fighter 2 Score,Fight ID,Round Count,In Minority,Rounds_Judged,Year,Judge Year Count,Rounds_Judged_SoFar
UFC on Fox 24: Johnson vs. Reis,2017-04-15,"Kansas City, Missouri, USA",Cardo Urso,Sterling,Mendes,2,10.0,9,4767,4,0,448,2017,36,349
Bellator 178: Straus vs. Pitbull 4,2017-04-21,"Uncasville, Connecticut, USA",Eric Colón,Awad,Quinn,3,10.0,9,219,4,0,1393,2017,65,227
Bellator 178: Straus vs. Pitbull 4,2017-04-21,"Uncasville, Connecticut, USA",Sal D'Amato,Awad,Quinn,3,10.0,9,219,4,0,3214,2017,178,878
Bellator 178: Straus vs. Pitbull 4,2017-04-21,"Uncasville, Connecticut, USA",Sal D'Amato,Awad,Quinn,2,10.0,9,219,4,0,3214,2017,178,879
Bellator 178: Straus vs. Pitbull 4,2017-04-21,"Uncasville, Connecticut, USA",Eric Colón,Awad,Quinn,1,10.0,9,219,4,0,1393,2017,65,228
Bellator 178: Straus vs. Pitbull 4,2017-04-21,"Uncasville, Connecticut, USA",Eric Colón,Awad,Quinn,2,10.0,9,219,4,0,1393,2017,65,229
Bellator 178: Straus vs. Pitbull 4,2017-04-21,"Uncasville, Connecticut, USA",Sal D'Amato,Awad,Quinn,1,10.0,9,219,4,0,3214,2017,178,880
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Eric Colón,Dodson,Wineland,2,10.0,9,3257,4,0,1393,2017,65,230
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Eric Colón,Dodson,Wineland,3,9.0,10,3257,4,1,1393,2017,65,231
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Holtzman,McBride,1,10.0,9,3258,4,0,1840,2017,113,603
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Holtzman,McBride,2,10.0,9,3258,4,0,1840,2017,113,604
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Holtzman,McBride,3,10.0,8,3258,4,0,1840,2017,113,605
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Dave Tirelli,Holtzman,McBride,1,10.0,9,3258,4,0,827,2017,57,173
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Dave Tirelli,Holtzman,McBride,2,10.0,9,3258,4,0,827,2017,57,174
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Dave Tirelli,Holtzman,McBride,3,10.0,9,3258,4,0,827,2017,57,175
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Derek Cleary,Holtzman,McBride,1,10.0,9,3258,4,0,2160,2017,203,592
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Eric Colón,Dodson,Wineland,1,10.0,9,3257,4,0,1393,2017,65,232
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jeff Mullen,Ray,Lauzon,3,10.0,8,3260,4,0,309,2017,170,190
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jeff Mullen,Davis,Dandois,3,9.0,10,3256,4,0,309,2017,170,191
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jeff Mullen,Davis,Dandois,2,10.0,9,3256,4,0,309,2017,170,192
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jeff Mullen,Davis,Dandois,1,10.0,9,3256,4,0,309,2017,170,193
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Davis,Dandois,3,9.0,10,3256,4,0,1840,2017,113,606
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Davis,Dandois,2,10.0,9,3256,4,0,1840,2017,113,607
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Davis,Dandois,1,10.0,9,3256,4,0,1840,2017,113,608
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Swanson,Lobov,5,10.0,9,3261,4,0,1840,2017,113,609
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Swanson,Lobov,3,10.0,9,3261,4,0,1840,2017,113,610
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Swanson,Lobov,2,10.0,9,3261,4,0,1840,2017,113,611
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Swanson,Lobov,1,9.0,10,3261,4,0,1840,2017,113,612
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Derek Cleary,Holtzman,McBride,2,10.0,9,3258,4,0,2160,2017,203,593
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Swanson,Lobov,4,10.0,9,3261,4,0,1840,2017,113,613
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Derek Cleary,Holtzman,McBride,3,10.0,9,3258,4,0,2160,2017,203,594
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jeff Mullen,Ray,Lauzon,1,9.0,10,3260,4,1,309,2017,170,194
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Derek Cleary,Swanson,Lobov,2,10.0,9,3261,4,0,2160,2017,203,595
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Derek Cleary,Swanson,Lobov,1,9.0,10,3261,4,0,2160,2017,203,596
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Dave Tirelli,Ray,Lauzon,3,10.0,9,3260,4,0,827,2017,57,176
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Dave Tirelli,Ray,Lauzon,2,10.0,9,3260,4,0,827,2017,57,177
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Dave Tirelli,Ray,Lauzon,1,8.0,10,3260,4,0,827,2017,57,178
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Ray,Lauzon,3,10.0,8,3260,4,0,1840,2017,113,614
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Ray,Lauzon,2,10.0,9,3260,4,0,1840,2017,113,615
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Dave Tirelli,Leites,Alvey,3,10.0,9,3259,4,0,827,2017,57,179
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Dave Tirelli,Leites,Alvey,2,10.0,9,3259,4,0,827,2017,57,180
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Dave Tirelli,Leites,Alvey,1,10.0,9,3259,4,0,827,2017,57,181
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Leites,Alvey,3,10.0,9,3259,4,0,1840,2017,113,616
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Leites,Alvey,2,10.0,9,3259,4,0,1840,2017,113,617
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Leites,Alvey,1,10.0,9,3259,4,0,1840,2017,113,618
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Chris Lee,Ray,Lauzon,1,8.0,10,3260,4,0,1840,2017,113,619
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Derek Cleary,Swanson,Lobov,4,10.0,9,3261,4,0,2160,2017,203,597
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Derek Cleary,Swanson,Lobov,3,10.0,9,3261,4,0,2160,2017,203,598
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jeff Mullen,Swanson,Lobov,1,10.0,9,3261,4,1,309,2017,170,195
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jeff Mullen,Ray,Lauzon,2,10.0,9,3260,4,0,309,2017,170,196
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jeff Mullen,Taylor,Penne,3,9.0,10,3262,4,0,309,2017,170,197
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Derek Cleary,Swanson,Lobov,5,10.0,9,3261,4,0,2160,2017,203,599
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jeff Mullen,Taylor,Penne,1,10.0,9,3262,4,0,309,2017,170,198
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jeff Mullen,Taylor,Penne,2,10.0,9,3262,4,0,309,2017,170,199
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Eric Colón,Taylor,Penne,2,10.0,9,3262,4,0,1393,2017,65,233
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Eric Colón,Taylor,Penne,1,10.0,9,3262,4,0,1393,2017,65,234
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jeff Mullen,Swanson,Lobov,5,10.0,9,3261,4,0,309,2017,170,200
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jeff Mullen,Swanson,Lobov,4,10.0,9,3261,4,0,309,2017,170,201
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jeff Mullen,Swanson,Lobov,3,10.0,9,3261,4,0,309,2017,170,202
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Jeff Mullen,Swanson,Lobov,2,10.0,9,3261,4,0,309,2017,170,203
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,"Nashville, Tennessee, USA",Eric Colón,Taylor,Penne,3,9.0,10,3262,4,0,1393,2017,65,235
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",Ben Cartlidge,Bak,Clist,1,10.0,8,1273,4,0,1767,2017,144,560
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",Ben Cartlidge,Bak,Clist,2,10.0,9,1273,4,0,1767,2017,144,561
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",Ben Cartlidge,Bak,Clist,3,10.0,8,1273,4,0,1767,2017,144,562
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",Mark Collett,Bak,Clist,2,10.0,9,1273,4,0,830,2017,108,345
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",Mark Collett,Ott,Maksimovic,3,9.0,10,1274,4,0,830,2017,108,346
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",Mark Collett,Ott,Maksimovic,2,10.0,8,1274,4,0,830,2017,108,347
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",Mark Collett,Ott,Maksimovic,1,10.0,9,1274,4,0,830,2017,108,348
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",David Lethaby,Ott,Maksimovic,3,9.0,10,1274,4,0,1433,2017,102,355
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",David Lethaby,Ott,Maksimovic,2,10.0,9,1274,4,0,1433,2017,102,356
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",Ben Cartlidge,Ott,Maksimovic,3,9.0,10,1274,4,0,1767,2017,144,563
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",Ben Cartlidge,Ott,Maksimovic,2,10.0,8,1274,4,0,1767,2017,144,564
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",David Lethaby,Ott,Maksimovic,1,10.0,9,1274,4,0,1433,2017,102,357
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",Mark Collett,Bak,Clist,3,10.0,8,1273,4,0,830,2017,108,349
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",Ben Cartlidge,Ott,Maksimovic,1,10.0,9,1274,4,0,1767,2017,144,565
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",David Lethaby,Bak,Clist,2,10.0,9,1273,4,0,1433,2017,102,358
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",David Lethaby,Bak,Clist,3,10.0,8,1273,4,0,1433,2017,102,359
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",Mark Collett,Bak,Clist,1,10.0,7,1273,4,0,830,2017,108,350
CWFC 83: Mills vs. Long,2017-05-06,"Newport, Wales",David Lethaby,Bak,Clist,1,10.0,8,1273,4,0,1433,2017,102,360
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Jeff Mullen,Branch,Jotko,2,9.0,10,2654,4,0,309,2017,170,204
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Jeff Mullen,Maia,Masvidal,3,10.0,9,2657,4,0,309,2017,170,205
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Sal D'Amato,Jedrzejczyk,Andrade,3,10.0,9,2656,4,0,3214,2017,178,881
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Sal D'Amato,Jedrzejczyk,Andrade,4,10.0,8,2656,4,0,3214,2017,178,882
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Sal D'Amato,Jedrzejczyk,Andrade,5,10.0,9,2656,4,0,3214,2017,178,883
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Jeff Mullen,Maia,Masvidal,1,9.0,10,2657,4,0,309,2017,170,206
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Jeff Mullen,Maia,Masvidal,2,10.0,9,2657,4,1,309,2017,170,207
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Sal D'Amato,Maia,Masvidal,2,9.0,10,2657,4,0,3214,2017,178,884
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Sal D'Amato,Maia,Masvidal,1,10.0,9,2657,4,1,3214,2017,178,885
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Sal D'Amato,Jedrzejczyk,Andrade,2,10.0,9,2656,4,0,3214,2017,178,886
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Sal D'Amato,Jedrzejczyk,Andrade,1,10.0,9,2656,4,0,3214,2017,178,887
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Jeff Mullen,Jedrzejczyk,Andrade,4,10.0,9,2656,4,0,309,2017,170,208
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Jeff Mullen,Branch,Jotko,1,10.0,9,2654,4,0,309,2017,170,209
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Sal D'Amato,Maia,Masvidal,3,10.0,9,2657,4,0,3214,2017,178,888
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Jeff Mullen,Jedrzejczyk,Andrade,5,10.0,9,2656,4,0,309,2017,170,210
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Jeff Mullen,Branch,Jotko,3,10.0,9,2654,4,0,309,2017,170,211
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Jeff Mullen,Jedrzejczyk,Andrade,1,10.0,9,2656,4,0,309,2017,170,212
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Jeff Mullen,Jedrzejczyk,Andrade,2,10.0,9,2656,4,0,309,2017,170,213
UFC 211: Miocic vs. dos Santos 2,2017-05-13,"Dallas, Texas, USA",Jeff Mullen,Jedrzejczyk,Andrade,3,10.0,9,2656,4,0,309,2017,170,214
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",David Lethaby,Khalidov,Mankowski,1,10.0,9,1581,4,0,1433,2017,102,361
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",David Lethaby,Khalidov,Mankowski,2,9.0,10,1581,4,0,1433,2017,102,362
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",David Lethaby,Khalidov,Mankowski,3,10.0,9,1581,4,0,1433,2017,102,363
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",Maciej Motylewski,Khalidov,Mankowski,1,10.0,9,1581,4,0,174,2017,36,40
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",Maciej Motylewski,Khalidov,Mankowski,2,9.0,10,1581,4,0,174,2017,36,41
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",Maciej Motylewski,Khalidov,Mankowski,3,10.0,9,1581,4,0,174,2017,36,42
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",Ben Cartlidge,Koike,Wrzosek,2,9.0,10,1582,4,0,1767,2017,144,566
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",Ben Cartlidge,Koike,Wrzosek,3,10.0,8,1582,4,0,1767,2017,144,567
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",Ben Cartlidge,Koike,Wrzosek,1,10.0,9,1582,4,0,1767,2017,144,568
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",Ben Cartlidge,Gamrot,Parke,1,10.0,9,1579,4,0,1767,2017,144,569
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",Ben Cartlidge,Gamrot,Parke,2,10.0,9,1579,4,0,1767,2017,144,570
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",Ben Cartlidge,Gamrot,Parke,3,9.0,10,1579,4,0,1767,2017,144,571
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",Maciej Motylewski,Gamrot,Parke,1,10.0,9,1579,4,0,174,2017,36,43
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",Maciej Motylewski,Gamrot,Parke,3,9.0,10,1579,4,0,174,2017,36,44
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",Ben Cartlidge,Jurkowski,Sokoudjou,1,9.0,10,1580,4,1,1767,2017,144,572
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",Ben Cartlidge,Jurkowski,Sokoudjou,2,9.0,10,1580,4,0,1767,2017,144,573
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",Ben Cartlidge,Jurkowski,Sokoudjou,3,10.0,9,1580,4,0,1767,2017,144,574
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",David Lethaby,Jurkowski,Sokoudjou,1,10.0,9,1580,4,0,1433,2017,102,364
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",David Lethaby,Jurkowski,Sokoudjou,2,9.0,10,1580,4,0,1433,2017,102,365
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",David Lethaby,Jurkowski,Sokoudjou,3,10.0,9,1580,4,0,1433,2017,102,366
KSW 39: Colosseum,2017-05-27,"Warsaw, Poland",Maciej Motylewski,Gamrot,Parke,2,10.0,9,1579,4,0,174,2017,36,45
UFC Fight Night 109: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Ben Cartlidge,Till,Ayari,1,10.0,9,3268,4,0,1767,2017,144,575
UFC Fight Night 109: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Ben Cartlidge,Till,Ayari,2,10.0,9,3268,4,0,1767,2017,144,576
UFC Fight Night 109: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Ben Cartlidge,Till,Ayari,3,10.0,9,3268,4,0,1767,2017,144,577
UFC Fight Night 109: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Ben Cartlidge,Smith,Camozzi,1,10.0,9,3266,4,0,1767,2017,144,578
UFC Fight Night 109: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Ben Cartlidge,Smith,Camozzi,2,10.0,8,3266,4,0,1767,2017,144,579
UFC Fight Night 109: Gustafsson vs. Teixeira,2017-05-28,"Stockholm, Sweden",Ben Cartlidge,Smith,Camozzi,3,10.0,9,3266,4,0,1767,2017,144,580
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Ben Cartlidge,Jurkovic,Webb,2,10.0,9,1277,4,0,1767,2017,144,581
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Ben Cartlidge,Jurkovic,Webb,3,10.0,9,1277,4,0,1767,2017,144,582
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",David Lethaby,Jurkovic,Webb,1,10.0,9,1277,4,0,1433,2017,102,367
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",David Lethaby,Jurkovic,Webb,2,10.0,9,1277,4,0,1433,2017,102,368
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",David Lethaby,Jurkovic,Webb,3,10.0,9,1277,4,0,1433,2017,102,369
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Mark Collett,Jurkovic,Webb,1,10.0,9,1277,4,0,830,2017,108,351
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Ben Cartlidge,Robertsen,Wells,1,10.0,9,1278,4,0,1767,2017,144,583
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Mark Collett,Jurkovic,Webb,3,10.0,9,1277,4,0,830,2017,108,352
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Ben Cartlidge,Jurkovic,Webb,1,10.0,9,1277,4,0,1767,2017,144,584
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Ben Cartlidge,Robertsen,Wells,2,10.0,9,1278,4,0,1767,2017,144,585
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Ben Cartlidge,Robertsen,Wells,3,9.0,10,1278,4,0,1767,2017,144,586
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",David Lethaby,Robertsen,Wells,1,10.0,9,1278,4,0,1433,2017,102,370
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",David Lethaby,Robertsen,Wells,2,10.0,9,1278,4,0,1433,2017,102,371
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Mark Collett,Jurkovic,Webb,2,10.0,9,1277,4,0,830,2017,108,353
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Mark Collett,Jacobsen,Green,3,10.0,9,1276,4,0,830,2017,108,354
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",David Lethaby,Jacobsen,Green,3,10.0,9,1276,4,0,1433,2017,102,372
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Mark Collett,Jacobsen,Green,1,10.0,8,1276,4,0,830,2017,108,355
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Ben Cartlidge,Inman,Wheeler,1,10.0,8,1275,4,0,1767,2017,144,587
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Ben Cartlidge,Inman,Wheeler,2,10.0,8,1275,4,0,1767,2017,144,588
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Ben Cartlidge,Inman,Wheeler,3,10.0,9,1275,4,0,1767,2017,144,589
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",David Lethaby,Inman,Wheeler,2,10.0,8,1275,4,0,1433,2017,102,373
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",David Lethaby,Inman,Wheeler,3,10.0,9,1275,4,0,1433,2017,102,374
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Mark Collett,Inman,Wheeler,1,10.0,8,1275,4,0,830,2017,108,356
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Mark Collett,Jacobsen,Green,2,10.0,9,1276,4,0,830,2017,108,357
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Mark Collett,Inman,Wheeler,2,10.0,9,1275,4,0,830,2017,108,358
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Ben Cartlidge,Jacobsen,Green,1,10.0,8,1276,4,0,1767,2017,144,590
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Ben Cartlidge,Jacobsen,Green,2,10.0,9,1276,4,0,1767,2017,144,591
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Ben Cartlidge,Jacobsen,Green,3,10.0,9,1276,4,0,1767,2017,144,592
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",David Lethaby,Jacobsen,Green,1,10.0,9,1276,4,0,1433,2017,102,375
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",David Lethaby,Jacobsen,Green,2,10.0,9,1276,4,0,1433,2017,102,376
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",David Lethaby,Robertsen,Wells,3,9.0,10,1278,4,0,1433,2017,102,377
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Mark Collett,Inman,Wheeler,3,10.0,9,1275,4,0,830,2017,108,359
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Mark Collett,Robertsen,Wells,1,10.0,9,1278,4,0,830,2017,108,360
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",David Lethaby,Inman,Wheeler,1,10.0,8,1275,4,0,1433,2017,102,378
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Mark Collett,Robertsen,Wells,2,10.0,9,1278,4,0,830,2017,108,361
CWFC 84: Wood vs. Kovacevic,2017-06-02,"London, England",Mark Collett,Robertsen,Wells,3,9.0,10,1278,4,0,830,2017,108,362
UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Brazil",Chris Lee,Belfort,Marquardt,3,10.0,9,2659,4,0,1840,2017,113,620
UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Brazil",Chris Lee,Belfort,Marquardt,1,9.0,10,2659,4,0,1840,2017,113,621
UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Brazil",Chris Lee,Belfort,Marquardt,2,10.0,9,2659,4,0,1840,2017,113,622
UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Brazil",Jeff Mullen,Belfort,Marquardt,1,9.0,10,2659,4,0,309,2017,170,215
UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Brazil",Jeff Mullen,Belfort,Marquardt,2,10.0,9,2659,4,0,309,2017,170,216
UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Brazil",Jeff Mullen,Belfort,Marquardt,3,10.0,9,2659,4,0,309,2017,170,217
UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Brazil",Derek Cleary,Pereira,Moyle,1,10.0,9,2660,4,0,2160,2017,203,600
UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Brazil",Jeff Mullen,Pereira,Moyle,1,10.0,9,2660,4,0,309,2017,170,218
UFC 212: Aldo vs. Holloway,2017-06-03,"Rio de Janeiro, Brazil",Jeff Mullen,Pereira,Moyle,2,10.0,9,2660,4,0,309,2017,170,219
