Event Title,Event Date,Location,Judge Name,Fighter 1 Name,Fighter 2 Name,Round,Fighter 1 Score,Fighter 2 Score,Fight ID,Round Count,In Minority,Rounds_Judged,Year,Judge Year Count,Rounds_Judged_SoFar
UFC 94: St. Pierre vs. Penn 2,2009-01-31,"Las Vegas, Nevada, USA",Cecil Peoples,Fitch,Gono,3,10.0,9,3192,2,0,170,2009,35,24
UFC 94: St. Pierre vs. Penn 2,2009-01-31,"Las Vegas, Nevada, USA",Cecil Peoples,Fitch,Gono,2,10.0,9,3192,2,0,170,2009,35,25
UFC 94: St. Pierre vs. Penn 2,2009-01-31,"Las Vegas, Nevada, USA",Cecil Peoples,Fitch,Gono,1,10.0,9,3192,2,0,170,2009,35,26
UFC 96: Jackson vs. Jardine,2009-03-07,"Columbus, Ohio, USA",Nelson Hamilton,Maynard,Miller,3,10.0,9,3197,4,0,153,2009,32,20
UFC 96: Jackson vs. Jardine,2009-03-07,"Columbus, Ohio, USA",Nelson Hamilton,Maynard,Miller,2,10.0,9,3197,4,0,153,2009,32,21
UFC 96: Jackson vs. Jardine,2009-03-07,"Columbus, Ohio, USA",Nelson Hamilton,Maynard,Miller,1,10.0,9,3197,4,0,153,2009,32,22
UFN 18: Condit vs. Kampmann,2009-04-01,"Nashville, Tennessee, USA",Cecil Peoples,Kampmann,Condit,2,9.0,10,4910,4,0,170,2009,35,27
UFN 18: Condit vs. Kampmann,2009-04-01,"Nashville, Tennessee, USA",Nelson Hamilton,Griffin,dos Anjos,3,10.0,9,4909,4,0,153,2009,32,23
UFN 18: Condit vs. Kampmann,2009-04-01,"Nashville, Tennessee, USA",Nelson Hamilton,Griffin,dos Anjos,2,10.0,9,4909,4,0,153,2009,32,24
UFN 18: Condit vs. Kampmann,2009-04-01,"Nashville, Tennessee, USA",Nelson Hamilton,Griffin,dos Anjos,1,10.0,9,4909,4,0,153,2009,32,25
UFN 18: Condit vs. Kampmann,2009-04-01,"Nashville, Tennessee, USA",Cecil Peoples,Griffin,dos Anjos,3,10.0,9,4909,4,0,170,2009,35,28
UFN 18: Condit vs. Kampmann,2009-04-01,"Nashville, Tennessee, USA",Cecil Peoples,Griffin,dos Anjos,2,10.0,9,4909,4,0,170,2009,35,29
UFN 18: Condit vs. Kampmann,2009-04-01,"Nashville, Tennessee, USA",Cecil Peoples,Griffin,dos Anjos,1,10.0,9,4909,4,0,170,2009,35,30
UFN 18: Condit vs. Kampmann,2009-04-01,"Nashville, Tennessee, USA",Nelson Hamilton,Almeida,Horwich,3,10.0,9,4908,4,0,153,2009,32,26
UFN 18: Condit vs. Kampmann,2009-04-01,"Nashville, Tennessee, USA",Cecil Peoples,Kampmann,Condit,1,9.0,10,4910,4,0,170,2009,35,31
UFN 18: Condit vs. Kampmann,2009-04-01,"Nashville, Tennessee, USA",Cecil Peoples,Kampmann,Condit,3,10.0,9,4910,4,0,170,2009,35,32
UFN 18: Condit vs. Kampmann,2009-04-01,"Nashville, Tennessee, USA",Nelson Hamilton,Kampmann,Condit,3,10.0,9,4910,4,0,153,2009,32,27
UFN 18: Condit vs. Kampmann,2009-04-01,"Nashville, Tennessee, USA",Nelson Hamilton,Almeida,Horwich,1,10.0,9,4908,4,0,153,2009,32,28
UFN 18: Condit vs. Kampmann,2009-04-01,"Nashville, Tennessee, USA",Nelson Hamilton,Almeida,Horwich,2,10.0,9,4908,4,0,153,2009,32,29
UFN 18: Condit vs. Kampmann,2009-04-01,"Nashville, Tennessee, USA",Nelson Hamilton,Kampmann,Condit,1,9.0,10,4910,4,0,153,2009,32,30
UFN 18: Condit vs. Kampmann,2009-04-01,"Nashville, Tennessee, USA",Nelson Hamilton,Kampmann,Condit,2,10.0,9,4910,4,1,153,2009,32,31
UFC 97: Redemption,2009-04-18,"Montreal, Quebec, Canada",Nelson Hamilton,Kang,Foupa-Pokam,2,10.0,9,3199,4,0,153,2009,32,32
UFC 97: Redemption,2009-04-18,"Montreal, Quebec, Canada",Nelson Hamilton,Kang,Foupa-Pokam,1,10.0,9,3199,4,0,153,2009,32,33
UFC 97: Redemption,2009-04-18,"Montreal, Quebec, Canada",Cecil Peoples,Kang,Foupa-Pokam,2,10.0,9,3199,4,0,170,2009,35,33
UFC 97: Redemption,2009-04-18,"Montreal, Quebec, Canada",Cecil Peoples,Kang,Foupa-Pokam,1,10.0,9,3199,4,0,170,2009,35,34
UFC 97: Redemption,2009-04-18,"Montreal, Quebec, Canada",Nelson Hamilton,Kang,Foupa-Pokam,3,10.0,9,3199,4,0,153,2009,32,34
UFC 97: Redemption,2009-04-18,"Montreal, Quebec, Canada",Cecil Peoples,Kang,Foupa-Pokam,3,10.0,9,3199,4,0,170,2009,35,35
UFC 100: Lesnar vs. Mir,2009-07-11,"Las Vegas, Nevada, USA",Cecil Peoples,Kim,Grant,1,10.0,9,2148,4,0,170,2009,35,36
UFC 100: Lesnar vs. Mir,2009-07-11,"Las Vegas, Nevada, USA",Cecil Peoples,Kim,Grant,2,10.0,8,2148,4,0,170,2009,35,37
UFC 100: Lesnar vs. Mir,2009-07-11,"Las Vegas, Nevada, USA",Cecil Peoples,Kim,Grant,3,10.0,9,2148,4,0,170,2009,35,38
UFC 101: Declaration,2009-08-08,"Philadelphia, Pennsylvania, USA",Nelson Hamilton,Almeida,Grove,3,10.0,9,2151,4,0,153,2009,32,35
UFC 101: Declaration,2009-08-08,"Philadelphia, Pennsylvania, USA",Nelson Hamilton,Almeida,Grove,2,10.0,9,2151,4,0,153,2009,32,36
UFC 101: Declaration,2009-08-08,"Philadelphia, Pennsylvania, USA",Nelson Hamilton,Almeida,Grove,1,10.0,9,2151,4,0,153,2009,32,37
UFC 102: Couture vs. Nogueira,2009-08-29,"Portland, Oregon, USA",Nelson Hamilton,Nogueira,Couture,3,10.0,9,2156,3,0,153,2009,32,38
UFC 102: Couture vs. Nogueira,2009-08-29,"Portland, Oregon, USA",Nelson Hamilton,Vera,Soszynski,2,10.0,9,2157,4,0,153,2009,32,39
UFC 102: Couture vs. Nogueira,2009-08-29,"Portland, Oregon, USA",Nelson Hamilton,Vera,Soszynski,1,10.0,9,2157,4,0,153,2009,32,40
UFC 102: Couture vs. Nogueira,2009-08-29,"Portland, Oregon, USA",Nelson Hamilton,Nogueira,Couture,1,10.0,9,2156,3,0,153,2009,32,41
UFC 102: Couture vs. Nogueira,2009-08-29,"Portland, Oregon, USA",Nelson Hamilton,Vera,Soszynski,3,10.0,9,2157,4,0,153,2009,32,42
UFC 102: Couture vs. Nogueira,2009-08-29,"Portland, Oregon, USA",Nelson Hamilton,Nogueira,Couture,2,10.0,9,2156,3,0,153,2009,32,43
UFN 19: Diaz vs. Guillard,2009-09-16,"Oklahoma City, Oklahoma, USA",Cecil Peoples,Maynard,Huerta,3,10.0,9,4912,2,0,170,2009,35,39
UFN 19: Diaz vs. Guillard,2009-09-16,"Oklahoma City, Oklahoma, USA",Cecil Peoples,Maynard,Huerta,2,10.0,9,4912,2,0,170,2009,35,40
UFN 19: Diaz vs. Guillard,2009-09-16,"Oklahoma City, Oklahoma, USA",Cecil Peoples,Maynard,Huerta,1,10.0,9,4912,2,0,170,2009,35,41
UFC 103: Franklin vs. Belfort,2009-09-19,"Dallas, Texas, USA",Cecil Peoples,Marshall,Brilz,3,10.0,9,2158,4,0,170,2009,35,42
UFC 103: Franklin vs. Belfort,2009-09-19,"Dallas, Texas, USA",Cecil Peoples,Marshall,Brilz,2,10.0,9,2158,4,0,170,2009,35,43
UFC 103: Franklin vs. Belfort,2009-09-19,"Dallas, Texas, USA",Cecil Peoples,Marshall,Brilz,1,10.0,9,2158,4,0,170,2009,35,44
UFC 103: Franklin vs. Belfort,2009-09-19,"Dallas, Texas, USA",Cecil Peoples,dos Anjos,Emerson,3,10.0,9,2159,4,0,170,2009,35,45
UFC 103: Franklin vs. Belfort,2009-09-19,"Dallas, Texas, USA",Cecil Peoples,dos Anjos,Emerson,2,10.0,9,2159,4,0,170,2009,35,46
UFC 103: Franklin vs. Belfort,2009-09-19,"Dallas, Texas, USA",Cecil Peoples,dos Anjos,Emerson,1,10.0,9,2159,4,0,170,2009,35,47
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Nelson Hamilton,Machida,Rua,3,10.0,9,2160,4,0,153,2009,32,44
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Nelson Hamilton,Machida,Rua,2,10.0,9,2160,4,0,153,2009,32,45
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Nelson Hamilton,Machida,Rua,1,9.0,10,2160,4,1,153,2009,32,46
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Nelson Hamilton,Sonnen,Okami,1,10.0,9,2161,4,0,153,2009,32,47
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Nelson Hamilton,Machida,Rua,4,10.0,9,2160,4,1,153,2009,32,48
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Cecil Peoples,Machida,Rua,5,9.0,10,2160,4,0,170,2009,35,48
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Cecil Peoples,Machida,Rua,4,9.0,10,2160,4,0,170,2009,35,49
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Nelson Hamilton,Machida,Rua,5,9.0,10,2160,4,0,153,2009,32,49
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Cecil Peoples,Machida,Rua,1,10.0,9,2160,4,0,170,2009,35,50
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Nelson Hamilton,Sonnen,Okami,2,10.0,9,2161,4,0,153,2009,32,50
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Cecil Peoples,Machida,Rua,2,10.0,9,2160,4,0,170,2009,35,51
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Cecil Peoples,Machida,Rua,3,10.0,9,2160,4,0,170,2009,35,52
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Cecil Peoples,Sonnen,Okami,1,10.0,9,2161,4,0,170,2009,35,53
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Cecil Peoples,Sonnen,Okami,2,10.0,9,2161,4,0,170,2009,35,54
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Nelson Hamilton,Sonnen,Okami,3,10.0,9,2161,4,0,153,2009,32,51
UFC 104: Machida vs. Shogun,2009-10-24,"Los Angeles, California, USA",Cecil Peoples,Sonnen,Okami,3,10.0,9,2161,4,0,170,2009,35,55
UFC 107: Penn vs. Sanchez,2009-12-12,"Memphis, Tennessee, USA",Cecil Peoples,Wiman,Nelson,2,10.0,9,2169,4,0,170,2009,35,56
UFC 107: Penn vs. Sanchez,2009-12-12,"Memphis, Tennessee, USA",Cecil Peoples,Wiman,Nelson,3,10.0,9,2169,4,0,170,2009,35,57
UFC 107: Penn vs. Sanchez,2009-12-12,"Memphis, Tennessee, USA",Cecil Peoples,Wiman,Nelson,1,10.0,9,2169,4,0,170,2009,35,58
UFC 108: Evans vs. Silva,2010-01-02,"Las Vegas, Nevada, USA",Cecil Peoples,Stout,Lauzon,3,10.0,9,2171,3,0,170,2010,32,59
UFC 108: Evans vs. Silva,2010-01-02,"Las Vegas, Nevada, USA",Sal D'Amato,Stout,Lauzon,3,10.0,9,2171,3,0,3214,2010,54,7
UFC 108: Evans vs. Silva,2010-01-02,"Las Vegas, Nevada, USA",Sal D'Amato,Stout,Lauzon,1,10.0,9,2171,3,0,3214,2010,54,8
UFC 108: Evans vs. Silva,2010-01-02,"Las Vegas, Nevada, USA",Cecil Peoples,Stout,Lauzon,2,10.0,9,2171,3,0,170,2010,32,60
UFC 108: Evans vs. Silva,2010-01-02,"Las Vegas, Nevada, USA",Sal D'Amato,Stout,Lauzon,2,10.0,9,2171,3,0,3214,2010,54,9
UFC 108: Evans vs. Silva,2010-01-02,"Las Vegas, Nevada, USA",Cecil Peoples,Oliveira,Gunderson,1,10.0,9,2170,4,0,170,2010,32,61
UFC 108: Evans vs. Silva,2010-01-02,"Las Vegas, Nevada, USA",Cecil Peoples,Oliveira,Gunderson,3,10.0,9,2170,4,0,170,2010,32,62
UFC 108: Evans vs. Silva,2010-01-02,"Las Vegas, Nevada, USA",Cecil Peoples,Oliveira,Gunderson,2,10.0,9,2170,4,0,170,2010,32,63
UFC 108: Evans vs. Silva,2010-01-02,"Las Vegas, Nevada, USA",Cecil Peoples,Stout,Lauzon,1,10.0,9,2171,3,0,170,2010,32,64
WEC 46: Varner vs. Henderson,2010-01-10,"Sacramento, California, USA",Nelson Hamilton,Shalorus,Jansen,1,10.0,9,5031,2,0,153,2010,50,52
WEC 46: Varner vs. Henderson,2010-01-10,"Sacramento, California, USA",Nelson Hamilton,Shalorus,Jansen,2,10.0,9,5031,2,0,153,2010,50,53
WEC 46: Varner vs. Henderson,2010-01-10,"Sacramento, California, USA",Nelson Hamilton,Shalorus,Jansen,3,10.0,9,5031,2,0,153,2010,50,54
WEC 46: Varner vs. Henderson,2010-01-10,"Sacramento, California, USA",Nelson Hamilton,Wineland,Roop,2,10.0,9,5032,4,0,153,2010,50,55
WEC 46: Varner vs. Henderson,2010-01-10,"Sacramento, California, USA",Nelson Hamilton,Wineland,Roop,3,10.0,9,5032,4,0,153,2010,50,56
WEC 46: Varner vs. Henderson,2010-01-10,"Sacramento, California, USA",Nelson Hamilton,Wineland,Roop,1,10.0,9,5032,4,0,153,2010,50,57
UFN 20: Maynard vs. Diaz,2010-01-11,"Fairfax, Virginia, USA",Sal D'Amato,Leben,Silva,1,10.0,9,4915,4,0,3214,2010,54,10
UFN 20: Maynard vs. Diaz,2010-01-11,"Fairfax, Virginia, USA",Sal D'Amato,Leben,Silva,3,10.0,9,4915,4,0,3214,2010,54,11
UFN 20: Maynard vs. Diaz,2010-01-11,"Fairfax, Virginia, USA",Sal D'Amato,Leben,Silva,2,10.0,9,4915,4,0,3214,2010,54,12
UFC 112: Invincible,2010-04-10,"Abu Dhabi, United Arab Emirates",Sal D'Amato,Silva,Maia,2,10.0,9,2179,3,0,3214,2010,54,13
UFC 112: Invincible,2010-04-10,"Abu Dhabi, United Arab Emirates",Sal D'Amato,Silva,Maia,1,10.0,9,2179,3,0,3214,2010,54,14
UFC 112: Invincible,2010-04-10,"Abu Dhabi, United Arab Emirates",Sal D'Amato,Silva,Maia,5,10.0,9,2179,3,0,3214,2010,54,15
UFC 112: Invincible,2010-04-10,"Abu Dhabi, United Arab Emirates",Sal D'Amato,Silva,Maia,4,10.0,9,2179,3,0,3214,2010,54,16
UFC 112: Invincible,2010-04-10,"Abu Dhabi, United Arab Emirates",Sal D'Amato,Silva,Maia,3,10.0,9,2179,3,0,3214,2010,54,17
Strikeforce: Nashville,2010-04-17,"Nashville, Tennessee, USA",Sal D'Amato,Melendez,Aoki,5,10.0,9,2011,4,0,3214,2010,54,18
Strikeforce: Nashville,2010-04-17,"Nashville, Tennessee, USA",Sal D'Amato,Melendez,Aoki,4,10.0,9,2011,4,0,3214,2010,54,19
Strikeforce: Nashville,2010-04-17,"Nashville, Tennessee, USA",Sal D'Amato,Melendez,Aoki,3,10.0,9,2011,4,0,3214,2010,54,20
Strikeforce: Nashville,2010-04-17,"Nashville, Tennessee, USA",Sal D'Amato,Melendez,Aoki,1,10.0,9,2011,4,0,3214,2010,54,21
Strikeforce: Nashville,2010-04-17,"Nashville, Tennessee, USA",Sal D'Amato,Melendez,Aoki,2,10.0,9,2011,4,0,3214,2010,54,22
WEC 48: Aldo vs. Faber,2010-04-24,"Sacramento, California, USA",Nelson Hamilton,Garcia,Jung,1,9.0,10,5036,4,0,153,2010,50,58
WEC 48: Aldo vs. Faber,2010-04-24,"Sacramento, California, USA",Nelson Hamilton,Garcia,Jung,2,10.0,9,5036,4,0,153,2010,50,59
WEC 48: Aldo vs. Faber,2010-04-24,"Sacramento, California, USA",Nelson Hamilton,Garcia,Jung,3,10.0,9,5036,4,0,153,2010,50,60
UFC 113: Machida vs. Shogun 2,2010-05-08,"Montreal, Quebec, Canada",Sal D'Amato,Guymon,Yoshida,1,10.0,9,2180,4,0,3214,2010,54,23
UFC 113: Machida vs. Shogun 2,2010-05-08,"Montreal, Quebec, Canada",Sal D'Amato,Guymon,Yoshida,3,10.0,9,2180,4,0,3214,2010,54,24
UFC 113: Machida vs. Shogun 2,2010-05-08,"Montreal, Quebec, Canada",Nelson Hamilton,Koscheck,Daley,1,10.0,9,2181,4,0,153,2010,50,61
UFC 113: Machida vs. Shogun 2,2010-05-08,"Montreal, Quebec, Canada",Nelson Hamilton,Koscheck,Daley,2,10.0,9,2181,4,0,153,2010,50,62
UFC 113: Machida vs. Shogun 2,2010-05-08,"Montreal, Quebec, Canada",Nelson Hamilton,Koscheck,Daley,3,10.0,9,2181,4,0,153,2010,50,63
UFC 113: Machida vs. Shogun 2,2010-05-08,"Montreal, Quebec, Canada",Sal D'Amato,Guymon,Yoshida,2,10.0,9,2180,4,0,3214,2010,54,25
UFC 115: Liddell vs. Franklin,2010-06-12,"Vancouver, British Columbia, Canada",Sal D'Amato,Kampmann,Thiago,3,10.0,9,2188,4,0,3214,2010,54,26
UFC 115: Liddell vs. Franklin,2010-06-12,"Vancouver, British Columbia, Canada",Nelson Hamilton,Wilks,Sobotta,3,10.0,9,2189,3,0,153,2010,50,64
UFC 115: Liddell vs. Franklin,2010-06-12,"Vancouver, British Columbia, Canada",Nelson Hamilton,Wilks,Sobotta,2,10.0,9,2189,3,0,153,2010,50,65
UFC 115: Liddell vs. Franklin,2010-06-12,"Vancouver, British Columbia, Canada",Nelson Hamilton,Wilks,Sobotta,1,10.0,9,2189,3,0,153,2010,50,66
UFC 115: Liddell vs. Franklin,2010-06-12,"Vancouver, British Columbia, Canada",Sal D'Amato,Kampmann,Thiago,2,10.0,9,2188,4,0,3214,2010,54,27
UFC 115: Liddell vs. Franklin,2010-06-12,"Vancouver, British Columbia, Canada",Sal D'Amato,Kampmann,Thiago,1,10.0,9,2188,4,0,3214,2010,54,28
UFC 116: Lesnar vs. Carwin,2010-07-03,"Las Vegas, Nevada, USA",Nelson Hamilton,Sotiropoulos,Pellegrino,2,10.0,9,2192,3,0,153,2010,50,67
UFC 116: Lesnar vs. Carwin,2010-07-03,"Las Vegas, Nevada, USA",Sal D'Amato,Sotiropoulos,Pellegrino,1,10.0,9,2192,3,0,3214,2010,54,29
UFC 116: Lesnar vs. Carwin,2010-07-03,"Las Vegas, Nevada, USA",Sal D'Amato,Sotiropoulos,Pellegrino,2,10.0,9,2192,3,0,3214,2010,54,30
UFC 116: Lesnar vs. Carwin,2010-07-03,"Las Vegas, Nevada, USA",Sal D'Amato,Madsen,Vemola,2,10.0,9,2191,4,0,3214,2010,54,31
UFC 116: Lesnar vs. Carwin,2010-07-03,"Las Vegas, Nevada, USA",Nelson Hamilton,Sotiropoulos,Pellegrino,1,10.0,9,2192,3,0,153,2010,50,68
UFC 116: Lesnar vs. Carwin,2010-07-03,"Las Vegas, Nevada, USA",Sal D'Amato,Madsen,Vemola,3,10.0,9,2191,4,0,3214,2010,54,32
UFC 116: Lesnar vs. Carwin,2010-07-03,"Las Vegas, Nevada, USA",Sal D'Amato,Madsen,Vemola,1,10.0,9,2191,4,0,3214,2010,54,33
UFC 116: Lesnar vs. Carwin,2010-07-03,"Las Vegas, Nevada, USA",Cecil Peoples,Madsen,Vemola,3,10.0,9,2191,4,0,170,2010,32,65
UFC 116: Lesnar vs. Carwin,2010-07-03,"Las Vegas, Nevada, USA",Nelson Hamilton,Sotiropoulos,Pellegrino,3,10.0,9,2192,3,0,153,2010,50,69
UFC 116: Lesnar vs. Carwin,2010-07-03,"Las Vegas, Nevada, USA",Sal D'Amato,Sotiropoulos,Pellegrino,3,10.0,9,2192,3,0,3214,2010,54,34
UFC 116: Lesnar vs. Carwin,2010-07-03,"Las Vegas, Nevada, USA",Cecil Peoples,Madsen,Vemola,1,10.0,9,2191,4,0,170,2010,32,66
UFC 116: Lesnar vs. Carwin,2010-07-03,"Las Vegas, Nevada, USA",Cecil Peoples,Madsen,Vemola,2,10.0,9,2191,4,0,170,2010,32,67
UFC 117: Silva vs. Sonnen,2010-08-07,"Oakland, California, USA",Nelson Hamilton,Fitch,Alves,3,10.0,9,2194,4,0,153,2010,50,70
UFC 117: Silva vs. Sonnen,2010-08-07,"Oakland, California, USA",Nelson Hamilton,Fitch,Alves,2,10.0,9,2194,4,0,153,2010,50,71
UFC 117: Silva vs. Sonnen,2010-08-07,"Oakland, California, USA",Nelson Hamilton,Fitch,Alves,1,10.0,9,2194,4,0,153,2010,50,72
WEC 50: Cruz vs. Benavidez 2,2010-08-18,"Las Vegas, Nevada, USA",Nelson Hamilton,Jorgensen,Pickett,3,10.0,9,5042,4,0,153,2010,50,73
WEC 50: Cruz vs. Benavidez 2,2010-08-18,"Las Vegas, Nevada, USA",Nelson Hamilton,Jorgensen,Pickett,2,10.0,9,5042,4,0,153,2010,50,74
WEC 50: Cruz vs. Benavidez 2,2010-08-18,"Las Vegas, Nevada, USA",Nelson Hamilton,Jorgensen,Pickett,1,10.0,9,5042,4,0,153,2010,50,75
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Cecil Peoples,Edgar,Penn,3,10.0,9,2196,4,0,170,2010,32,68
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Cecil Peoples,Edgar,Penn,4,10.0,9,2196,4,0,170,2010,32,69
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Cecil Peoples,Edgar,Penn,5,10.0,9,2196,4,0,170,2010,32,70
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Sal D'Amato,Edgar,Penn,1,10.0,9,2196,4,0,3214,2010,54,35
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Sal D'Amato,Edgar,Penn,2,10.0,9,2196,4,0,3214,2010,54,36
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Sal D'Amato,Maia,Miranda,2,10.0,9,2198,4,0,3214,2010,54,37
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Sal D'Amato,Maia,Miranda,1,10.0,9,2198,4,0,3214,2010,54,38
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Cecil Peoples,Maia,Miranda,3,10.0,9,2198,4,0,170,2010,32,71
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Cecil Peoples,Maia,Miranda,2,10.0,9,2198,4,0,170,2010,32,72
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Cecil Peoples,Maia,Miranda,1,10.0,9,2198,4,0,170,2010,32,73
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Sal D'Amato,Edgar,Penn,5,10.0,9,2196,4,0,3214,2010,54,39
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Sal D'Amato,Edgar,Penn,4,10.0,9,2196,4,0,3214,2010,54,40
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Cecil Peoples,Edgar,Penn,1,10.0,9,2196,4,0,170,2010,32,74
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Cecil Peoples,Edgar,Penn,2,10.0,9,2196,4,0,170,2010,32,75
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Sal D'Amato,Edgar,Penn,3,10.0,9,2196,4,0,3214,2010,54,41
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Sal D'Amato,Maynard,Florian,3,10.0,9,2199,3,0,3214,2010,54,42
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Sal D'Amato,Maynard,Florian,1,10.0,9,2199,3,0,3214,2010,54,43
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Cecil Peoples,Maynard,Florian,3,10.0,9,2199,3,0,170,2010,32,76
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Cecil Peoples,Maynard,Florian,2,10.0,9,2199,3,0,170,2010,32,77
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Cecil Peoples,Maynard,Florian,1,10.0,9,2199,3,0,170,2010,32,78
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Sal D'Amato,Maynard,Florian,2,10.0,9,2199,3,0,3214,2010,54,44
UFC 118: Edgar vs. Penn 2,2010-08-28,"Boston, Massachusetts, USA",Sal D'Amato,Maia,Miranda,3,10.0,9,2198,4,0,3214,2010,54,45
UFN 22: Marquardt vs. Palhares,2010-09-15,"Austin, Texas, USA",Cecil Peoples,Miller,Tibau,1,10.0,9,4923,3,0,170,2010,32,79
UFN 22: Marquardt vs. Palhares,2010-09-15,"Austin, Texas, USA",Cecil Peoples,Miller,Tibau,2,10.0,9,4923,3,0,170,2010,32,80
UFN 22: Marquardt vs. Palhares,2010-09-15,"Austin, Texas, USA",Cecil Peoples,Miller,Tibau,3,10.0,9,4923,3,0,170,2010,32,81
UFC 119: Mir vs. Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",Sal D'Amato,Lytle,Serra,1,10.0,9,2202,4,0,3214,2010,54,46
UFC 119: Mir vs. Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",Cecil Peoples,Lytle,Serra,3,10.0,9,2202,4,0,170,2010,32,82
UFC 119: Mir vs. Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",Sal D'Amato,Lytle,Serra,3,10.0,9,2202,4,0,3214,2010,54,47
UFC 119: Mir vs. Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",Cecil Peoples,Sherk,Dunham,1,10.0,9,2203,4,0,170,2010,32,83
UFC 119: Mir vs. Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",Cecil Peoples,Sherk,Dunham,2,10.0,9,2203,4,0,170,2010,32,84
UFC 119: Mir vs. Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",Cecil Peoples,Sherk,Dunham,3,9.0,10,2203,4,0,170,2010,32,85
UFC 119: Mir vs. Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",Sal D'Amato,Bader,Nogueira,1,10.0,9,2200,4,0,3214,2010,54,48
UFC 119: Mir vs. Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",Sal D'Amato,Lytle,Serra,2,10.0,9,2202,4,0,3214,2010,54,49
UFC 119: Mir vs. Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",Sal D'Amato,Bader,Nogueira,3,10.0,9,2200,4,0,3214,2010,54,50
UFC 119: Mir vs. Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",Sal D'Amato,Bader,Nogueira,2,10.0,9,2200,4,0,3214,2010,54,51
UFC 119: Mir vs. Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",Cecil Peoples,Lytle,Serra,2,10.0,9,2202,4,0,170,2010,32,86
UFC 119: Mir vs. Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",Cecil Peoples,Lytle,Serra,1,10.0,9,2202,4,0,170,2010,32,87
UFC 119: Mir vs. Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",Sal D'Amato,Guillard,Stephens,3,10.0,9,2201,4,0,3214,2010,54,52
UFC 119: Mir vs. Cro Cop,2010-09-25,"Indianapolis, Indiana, USA",Sal D'Amato,Guillard,Stephens,2,9.0,10,2201,4,0,3214,2010,54,53
